ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000042104	ENSHGLG00000001100
ENSMUSG00000020589	ENSHGLG00000001101
ENSMUSG00000020472	ENSHGLG00000001102
ENSMUSG00000031289	ENSHGLG00000001104
ENSMUSG00000039497	ENSHGLG00000001105
ENSMUSG00000042496	ENSHGLG00000001106
ENSMUSG00000007617	ENSHGLG00000001109
ENSMUSG00000004127	ENSHGLG00000001110
ENSMUSG00000035696	ENSHGLG00000001113
ENSMUSG00000021671	ENSHGLG00000001114
ENSMUSG00000070544	ENSHGLG00000001115
ENSMUSG00000042185	ENSHGLG00000001116
ENSMUSG00000020669	ENSHGLG00000001117
ENSMUSG00000070291	ENSHGLG00000001118
ENSMUSG00000070806	ENSHGLG00000001119
ENSMUSG00000019831	ENSHGLG00000001120
ENSMUSG00000038077	ENSHGLG00000001123
ENSMUSG00000025551	ENSHGLG00000001125
ENSMUSG00000032020	ENSHGLG00000001126
ENSMUSG00000062345	ENSHGLG00000001127
ENSMUSG00000058571	ENSHGLG00000001128
ENSMUSG00000022899	ENSHGLG00000001129
ENSMUSG00000031258	ENSHGLG00000001130
ENSMUSG00000024360	ENSHGLG00000001131
ENSMUSG00000049176	ENSHGLG00000001133
ENSMUSG00000021000	ENSHGLG00000001136
ENSMUSG00000054679	ENSHGLG00000001138
ENSMUSG00000040111	ENSHGLG00000001139
ENSMUSG00000047976	ENSHGLG00000001140
ENSMUSG00000036218	ENSHGLG00000001142
ENSMUSG00000031386	ENSHGLG00000001143
ENSMUSG00000034573	ENSHGLG00000001145
ENSMUSG00000024160	ENSHGLG00000001146
ENSMUSG00000023050	ENSHGLG00000001148
ENSMUSG00000025742	ENSHGLG00000001149
ENSMUSG00000041685	ENSHGLG00000001152
ENSMUSG00000060961	ENSHGLG00000001153
ENSMUSG00000045427	ENSHGLG00000001154
ENSMUSG00000041020	ENSHGLG00000001155
ENSMUSG00000074736	ENSHGLG00000001156
ENSMUSG00000056605	ENSHGLG00000001158
ENSMUSG00000041828	ENSHGLG00000001160
ENSMUSG00000045534	ENSHGLG00000001161
ENSMUSG00000046834	ENSHGLG00000001162
ENSMUSG00000031239	ENSHGLG00000001163
ENSMUSG00000040128	ENSHGLG00000001165
ENSMUSG00000028261	ENSHGLG00000001167
ENSMUSG00000019913	ENSHGLG00000001168
ENSMUSG00000026312	ENSHGLG00000001169
ENSMUSG00000037101	ENSHGLG00000001170
ENSMUSG00000020728	ENSHGLG00000001177
ENSMUSG00000078593	ENSHGLG00000001179
ENSMUSG00000033952	ENSHGLG00000001182
ENSMUSG00000047821	ENSHGLG00000001183
ENSMUSG00000041720	ENSHGLG00000001184
ENSMUSG00000062168	ENSHGLG00000001185
ENSMUSG00000020698	ENSHGLG00000001186
ENSMUSG00000040446	ENSHGLG00000001188
ENSMUSG00000021676	ENSHGLG00000001189
ENSMUSG00000054204	ENSHGLG00000001190
ENSMUSG00000028678	ENSHGLG00000001191
ENSMUSG00000041831	ENSHGLG00000001192
ENSMUSG00000051506	ENSHGLG00000001195
ENSMUSG00000049107	ENSHGLG00000001196
ENSMUSG00000032925	ENSHGLG00000001199
ENSMUSG00000041842	ENSHGLG00000001200
ENSMUSG00000035878	ENSHGLG00000001201
ENSMUSG00000024276	ENSHGLG00000001202
ENSMUSG00000041710	ENSHGLG00000001204
ENSMUSG00000091685	ENSHGLG00000001205
ENSMUSG00000040270	ENSHGLG00000001206
ENSMUSG00000036197	ENSHGLG00000001208
ENSMUSG00000031065	ENSHGLG00000001209
ENSMUSG00000039391	ENSHGLG00000001212
ENSMUSG00000038880	ENSHGLG00000001213
ENSMUSG00000004264	ENSHGLG00000001214
ENSMUSG00000021785	ENSHGLG00000001215
ENSMUSG00000031379	ENSHGLG00000001220
ENSMUSG00000054302	ENSHGLG00000001221
ENSMUSG00000047342	ENSHGLG00000001224
ENSMUSG00000072934	ENSHGLG00000001225
ENSMUSG00000041380	ENSHGLG00000001226
ENSMUSG00000040372	ENSHGLG00000001227
ENSMUSG00000042541	ENSHGLG00000001228
ENSMUSG00000012042	ENSHGLG00000001229
ENSMUSG00000032262	ENSHGLG00000001230
ENSMUSG00000024553	ENSHGLG00000001233
ENSMUSG00000021650	ENSHGLG00000001234
ENSMUSG00000031381	ENSHGLG00000001235
ENSMUSG00000028274	ENSHGLG00000001236
ENSMUSG00000073435	ENSHGLG00000001237
ENSMUSG00000028159	ENSHGLG00000001238
ENSMUSG00000035472	ENSHGLG00000001239
ENSMUSG00000029754	ENSHGLG00000001241
ENSMUSG00000090110	ENSHGLG00000001243
ENSMUSG00000026946	ENSHGLG00000001246
ENSMUSG00000021786	ENSHGLG00000001247
ENSMUSG00000047216	ENSHGLG00000001249
ENSMUSG00000028007	ENSHGLG00000001250
ENSMUSG00000000295	ENSHGLG00000001251
ENSMUSG00000031157	ENSHGLG00000001252
ENSMUSG00000027447	ENSHGLG00000001253
ENSMUSG00000028282	ENSHGLG00000001255
ENSMUSG00000008932	ENSHGLG00000001256
ENSMUSG00000022132	ENSHGLG00000001257
ENSMUSG00000029755	ENSHGLG00000001261
ENSMUSG00000031635	ENSHGLG00000001262
ENSMUSG00000031200	ENSHGLG00000001263
ENSMUSG00000054293	ENSHGLG00000001264
ENSMUSG00000049313	ENSHGLG00000001265
ENSMUSG00000078302	ENSHGLG00000001269
ENSMUSG00000044288	ENSHGLG00000001272
ENSMUSG00000069670	ENSHGLG00000001275
ENSMUSG00000005267	ENSHGLG00000001276
ENSMUSG00000031198	ENSHGLG00000001278
ENSMUSG00000067194	ENSHGLG00000001280
ENSMUSG00000027971	ENSHGLG00000001281
ENSMUSG00000042505	ENSHGLG00000001283
ENSMUSG00000023051	ENSHGLG00000001284
ENSMUSG00000029321	ENSHGLG00000001287
ENSMUSG00000022900	ENSHGLG00000001288
ENSMUSG00000024261	ENSHGLG00000001289
ENSMUSG00000031988	ENSHGLG00000001290
ENSMUSG00000063661	ENSHGLG00000001292
ENSMUSG00000020402	ENSHGLG00000001294
ENSMUSG00000040522	ENSHGLG00000001296
ENSMUSG00000028264	ENSHGLG00000001297
ENSMUSG00000022634	ENSHGLG00000001299
ENSMUSG00000004268	ENSHGLG00000001300
ENSMUSG00000038702	ENSHGLG00000001302
ENSMUSG00000021660	ENSHGLG00000001304
ENSMUSG00000028706	ENSHGLG00000001305
ENSMUSG00000017144	ENSHGLG00000001306
ENSMUSG00000049583	ENSHGLG00000001307
ENSMUSG00000029320	ENSHGLG00000001308
ENSMUSG00000029174	ENSHGLG00000001309
ENSMUSG00000028555	ENSHGLG00000001310
ENSMUSG00000031156	ENSHGLG00000001312
ENSMUSG00000024583	ENSHGLG00000001313
ENSMUSG00000038115	ENSHGLG00000001314
ENSMUSG00000028636	ENSHGLG00000001315
ENSMUSG00000028085	ENSHGLG00000001316
ENSMUSG00000032309	ENSHGLG00000001317
ENSMUSG00000047819	ENSHGLG00000001319
ENSMUSG00000019890	ENSHGLG00000001320
ENSMUSG00000017057	ENSHGLG00000001323
ENSMUSG00000038379	ENSHGLG00000001324
ENSMUSG00000031253	ENSHGLG00000001326
ENSMUSG00000018507	ENSHGLG00000001327
ENSMUSG00000041248	ENSHGLG00000001328
ENSMUSG00000004270	ENSHGLG00000001329
ENSMUSG00000043518	ENSHGLG00000001331
ENSMUSG00000028291	ENSHGLG00000001332
ENSMUSG00000061603	ENSHGLG00000001333
ENSMUSG00000032503	ENSHGLG00000001335
ENSMUSG00000043015	ENSHGLG00000001338
ENSMUSG00000045620	ENSHGLG00000001339
ENSMUSG00000045201	ENSHGLG00000001342
ENSMUSG00000060268	ENSHGLG00000001344
ENSMUSG00000067594	ENSHGLG00000001345
ENSMUSG00000068696	ENSHGLG00000001346
ENSMUSG00000044548	ENSHGLG00000001348
ENSMUSG00000020697	ENSHGLG00000001349
ENSMUSG00000000296	ENSHGLG00000001350
ENSMUSG00000013701	ENSHGLG00000001351
ENSMUSG00000063172	ENSHGLG00000001352
ENSMUSG00000009894	ENSHGLG00000001357
ENSMUSG00000043061	ENSHGLG00000001358
ENSMUSG00000033578	ENSHGLG00000001359
ENSMUSG00000044156	ENSHGLG00000001360
ENSMUSG00000019505	ENSHGLG00000001361
ENSMUSG00000036819	ENSHGLG00000001365
ENSMUSG00000040649	ENSHGLG00000001366
ENSMUSG00000031351	ENSHGLG00000001367
ENSMUSG00000036291	ENSHGLG00000001369
ENSMUSG00000050555	ENSHGLG00000001370
ENSMUSG00000031066	ENSHGLG00000001371
ENSMUSG00000021023	ENSHGLG00000001372
ENSMUSG00000024270	ENSHGLG00000001373
ENSMUSG00000023047	ENSHGLG00000001375
ENSMUSG00000031196	ENSHGLG00000001376
ENSMUSG00000032344	ENSHGLG00000001379
ENSMUSG00000035105	ENSHGLG00000001381
ENSMUSG00000023411	ENSHGLG00000001382
ENSMUSG00000000134	ENSHGLG00000001383
ENSMUSG00000029313	ENSHGLG00000001384
ENSMUSG00000031377	ENSHGLG00000001385
ENSMUSG00000022723	ENSHGLG00000001387
ENSMUSG00000022225	ENSHGLG00000001391
ENSMUSG00000027962	ENSHGLG00000001392
ENSMUSG00000018509	ENSHGLG00000001393
ENSMUSG00000026153	ENSHGLG00000001394
ENSMUSG00000038365	ENSHGLG00000001395
ENSMUSG00000061762	ENSHGLG00000001397
ENSMUSG00000031278	ENSHGLG00000001398
ENSMUSG00000031309	ENSHGLG00000001399
ENSMUSG00000030116	ENSHGLG00000001401
ENSMUSG00000033342	ENSHGLG00000001402
ENSMUSG00000045573	ENSHGLG00000001403
ENSMUSG00000026043	ENSHGLG00000001404
ENSMUSG00000000126	ENSHGLG00000001405
ENSMUSG00000035200	ENSHGLG00000001406
ENSMUSG00000021679	ENSHGLG00000001412
ENSMUSG00000030560	ENSHGLG00000001420
ENSMUSG00000028703	ENSHGLG00000001422
ENSMUSG00000019787	ENSHGLG00000001423
ENSMUSG00000046982	ENSHGLG00000001424
ENSMUSG00000031969	ENSHGLG00000001428
ENSMUSG00000037169	ENSHGLG00000001429
ENSMUSG00000021911	ENSHGLG00000001430
ENSMUSG00000032318	ENSHGLG00000001431
ENSMUSG00000001052	ENSHGLG00000001432
ENSMUSG00000041444	ENSHGLG00000001433
ENSMUSG00000035299	ENSHGLG00000001434
ENSMUSG00000050953	ENSHGLG00000001435
ENSMUSG00000002007	ENSHGLG00000001436
ENSMUSG00000022901	ENSHGLG00000001437
ENSMUSG00000032845	ENSHGLG00000001438
ENSMUSG00000022707	ENSHGLG00000001440
ENSMUSG00000031993	ENSHGLG00000001442
ENSMUSG00000040627	ENSHGLG00000001443
ENSMUSG00000021675	ENSHGLG00000001444
ENSMUSG00000029752	ENSHGLG00000001445
ENSMUSG00000004221	ENSHGLG00000001447
ENSMUSG00000027963	ENSHGLG00000001448
ENSMUSG00000045273	ENSHGLG00000001449
ENSMUSG00000001930	ENSHGLG00000001451
ENSMUSG00000019971	ENSHGLG00000001454
ENSMUSG00000063281	ENSHGLG00000001455
ENSMUSG00000021850	ENSHGLG00000001456
ENSMUSG00000028013	ENSHGLG00000001457
ENSMUSG00000041673	ENSHGLG00000001458
ENSMUSG00000026368	ENSHGLG00000001459
ENSMUSG00000026094	ENSHGLG00000001461
ENSMUSG00000025047	ENSHGLG00000001462
ENSMUSG00000036339	ENSHGLG00000001463
ENSMUSG00000028328	ENSHGLG00000001466
ENSMUSG00000062929	ENSHGLG00000001467
ENSMUSG00000062232	ENSHGLG00000001470
ENSMUSG00000044667	ENSHGLG00000001471
ENSMUSG00000048299	ENSHGLG00000001473
ENSMUSG00000034898	ENSHGLG00000001478
ENSMUSG00000021686	ENSHGLG00000001480
ENSMUSG00000031271	ENSHGLG00000001481
ENSMUSG00000035521	ENSHGLG00000001484
ENSMUSG00000032436	ENSHGLG00000001487
ENSMUSG00000037705	ENSHGLG00000001489
ENSMUSG00000049723	ENSHGLG00000001493
ENSMUSG00000014030	ENSHGLG00000001494
ENSMUSG00000040613	ENSHGLG00000001495
ENSMUSG00000032313	ENSHGLG00000001497
ENSMUSG00000028457	ENSHGLG00000001499
ENSMUSG00000053475	ENSHGLG00000001500
ENSMUSG00000019888	ENSHGLG00000001501
ENSMUSG00000009900	ENSHGLG00000001502
ENSMUSG00000054414	ENSHGLG00000001503
ENSMUSG00000061559	ENSHGLG00000001505
ENSMUSG00000032303	ENSHGLG00000001506
ENSMUSG00000058669	ENSHGLG00000001507
ENSMUSG00000038119	ENSHGLG00000001508
ENSMUSG00000047143	ENSHGLG00000001509
ENSMUSG00000040808	ENSHGLG00000001510
ENSMUSG00000030619	ENSHGLG00000001511
ENSMUSG00000012396	ENSHGLG00000001512
ENSMUSG00000035329	ENSHGLG00000001513
ENSMUSG00000023052	ENSHGLG00000001514
ENSMUSG00000028622	ENSHGLG00000001515
ENSMUSG00000032342	ENSHGLG00000001518
ENSMUSG00000031155	ENSHGLG00000001519
ENSMUSG00000032312	ENSHGLG00000001521
ENSMUSG00000016087	ENSHGLG00000001522
ENSMUSG00000046460	ENSHGLG00000001523
ENSMUSG00000046269	ENSHGLG00000001525
ENSMUSG00000069495	ENSHGLG00000001526
ENSMUSG00000044499	ENSHGLG00000001527
ENSMUSG00000006435	ENSHGLG00000001530
ENSMUSG00000042567	ENSHGLG00000001531
ENSMUSG00000063506	ENSHGLG00000001532
ENSMUSG00000026572	ENSHGLG00000001534
ENSMUSG00000051980	ENSHGLG00000001536
ENSMUSG00000023043	ENSHGLG00000001537
ENSMUSG00000020673	ENSHGLG00000001538
ENSMUSG00000000197	ENSHGLG00000001539
ENSMUSG00000098590	ENSHGLG00000001542
ENSMUSG00000028637	ENSHGLG00000001543
ENSMUSG00000038398	ENSHGLG00000001544
ENSMUSG00000003153	ENSHGLG00000001545
ENSMUSG00000026228	ENSHGLG00000001546
ENSMUSG00000028614	ENSHGLG00000001547
ENSMUSG00000038527	ENSHGLG00000001550
ENSMUSG00000020636	ENSHGLG00000001551
ENSMUSG00000019842	ENSHGLG00000001553
ENSMUSG00000001376	ENSHGLG00000001554
ENSMUSG00000050052	ENSHGLG00000001556
ENSMUSG00000041439	ENSHGLG00000001558
ENSMUSG00000031257	ENSHGLG00000001560
ENSMUSG00000022129	ENSHGLG00000001562
ENSMUSG00000028008	ENSHGLG00000001563
ENSMUSG00000061458	ENSHGLG00000001564
ENSMUSG00000068794	ENSHGLG00000001565
ENSMUSG00000022223	ENSHGLG00000001566
ENSMUSG00000030559	ENSHGLG00000001567
ENSMUSG00000071723	ENSHGLG00000001568
ENSMUSG00000036249	ENSHGLG00000001571
ENSMUSG00000075402	ENSHGLG00000001572
ENSMUSG00000028259	ENSHGLG00000001573
ENSMUSG00000042298	ENSHGLG00000001575
ENSMUSG00000041632	ENSHGLG00000001577
ENSMUSG00000043613	ENSHGLG00000001578
ENSMUSG00000025658	ENSHGLG00000001581
ENSMUSG00000045679	ENSHGLG00000001582
ENSMUSG00000003154	ENSHGLG00000001583
ENSMUSG00000067149	ENSHGLG00000001584
ENSMUSG00000015127	ENSHGLG00000001586
ENSMUSG00000024163	ENSHGLG00000001589
ENSMUSG00000028600	ENSHGLG00000001590
ENSMUSG00000026578	ENSHGLG00000001591
ENSMUSG00000028292	ENSHGLG00000001593
ENSMUSG00000021680	ENSHGLG00000001594
ENSMUSG00000025260	ENSHGLG00000001595
ENSMUSG00000041797	ENSHGLG00000001596
ENSMUSG00000032042	ENSHGLG00000001597
ENSMUSG00000009580	ENSHGLG00000001598
ENSMUSG00000048772	ENSHGLG00000001599
ENSMUSG00000028621	ENSHGLG00000001600
ENSMUSG00000035653	ENSHGLG00000001601
ENSMUSG00000051493	ENSHGLG00000001602
ENSMUSG00000028329	ENSHGLG00000001605
ENSMUSG00000032688	ENSHGLG00000001607
ENSMUSG00000031357	ENSHGLG00000001609
ENSMUSG00000008153	ENSHGLG00000001611
ENSMUSG00000000552	ENSHGLG00000001612
ENSMUSG00000026141	ENSHGLG00000001615
ENSMUSG00000031266	ENSHGLG00000001617
ENSMUSG00000093865	ENSHGLG00000001619
ENSMUSG00000019785	ENSHGLG00000001622
ENSMUSG00000032355	ENSHGLG00000001624
ENSMUSG00000030342	ENSHGLG00000001625
ENSMUSG00000002324	ENSHGLG00000001626
ENSMUSG00000031516	ENSHGLG00000001627
ENSMUSG00000039246	ENSHGLG00000001628
ENSMUSG00000040188	ENSHGLG00000001630
ENSMUSG00000038122	ENSHGLG00000001631
ENSMUSG00000079657	ENSHGLG00000001632
ENSMUSG00000000759	ENSHGLG00000001634
ENSMUSG00000030327	ENSHGLG00000001635
ENSMUSG00000033377	ENSHGLG00000001636
ENSMUSG00000028717	ENSHGLG00000001637
ENSMUSG00000033554	ENSHGLG00000001639
ENSMUSG00000020441	ENSHGLG00000001640
ENSMUSG00000026560	ENSHGLG00000001641
ENSMUSG00000031209	ENSHGLG00000001643
ENSMUSG00000018417	ENSHGLG00000001644
ENSMUSG00000022763	ENSHGLG00000001645
ENSMUSG00000026574	ENSHGLG00000001646
ENSMUSG00000031089	ENSHGLG00000001647
ENSMUSG00000067722	ENSHGLG00000001649
ENSMUSG00000030614	ENSHGLG00000001650
ENSMUSG00000075229	ENSHGLG00000001652
ENSMUSG00000028716	ENSHGLG00000001653
ENSMUSG00000021913	ENSHGLG00000001655
ENSMUSG00000024697	ENSHGLG00000001656
ENSMUSG00000038167	ENSHGLG00000001657
ENSMUSG00000021936	ENSHGLG00000001658
ENSMUSG00000028680	ENSHGLG00000001659
ENSMUSG00000020717	ENSHGLG00000001663
ENSMUSG00000028033	ENSHGLG00000001668
ENSMUSG00000035517	ENSHGLG00000001669
ENSMUSG00000074818	ENSHGLG00000001670
ENSMUSG00000041476	ENSHGLG00000001671
ENSMUSG00000003282	ENSHGLG00000001672
ENSMUSG00000058006	ENSHGLG00000001674
ENSMUSG00000047242	ENSHGLG00000001675
ENSMUSG00000034035	ENSHGLG00000001677
ENSMUSG00000062590	ENSHGLG00000001678
ENSMUSG00000005069	ENSHGLG00000001679
ENSMUSG00000000142	ENSHGLG00000001681
ENSMUSG00000022601	ENSHGLG00000001683
ENSMUSG00000033498	ENSHGLG00000001684
ENSMUSG00000045555	ENSHGLG00000001685
ENSMUSG00000045092	ENSHGLG00000001686
ENSMUSG00000059562	ENSHGLG00000001687
ENSMUSG00000038583	ENSHGLG00000001688
ENSMUSG00000030341	ENSHGLG00000001689
ENSMUSG00000003955	ENSHGLG00000001690
ENSMUSG00000021687	ENSHGLG00000001691
ENSMUSG00000037742	ENSHGLG00000001692
ENSMUSG00000034785	ENSHGLG00000001694
ENSMUSG00000037287	ENSHGLG00000001695
ENSMUSG00000033386	ENSHGLG00000001696
ENSMUSG00000025262	ENSHGLG00000001697
ENSMUSG00000040528	ENSHGLG00000001698
ENSMUSG00000020372	ENSHGLG00000001699
ENSMUSG00000033016	ENSHGLG00000001700
ENSMUSG00000026042	ENSHGLG00000001701
ENSMUSG00000036282	ENSHGLG00000001702
ENSMUSG00000053897	ENSHGLG00000001703
ENSMUSG00000062070	ENSHGLG00000001704
ENSMUSG00000014243	ENSHGLG00000001705
ENSMUSG00000028005	ENSHGLG00000001706
ENSMUSG00000027981	ENSHGLG00000001708
ENSMUSG00000046567	ENSHGLG00000001709
ENSMUSG00000019897	ENSHGLG00000001711
ENSMUSG00000028718	ENSHGLG00000001713
ENSMUSG00000046873	ENSHGLG00000001714
ENSMUSG00000034391	ENSHGLG00000001715
ENSMUSG00000034379	ENSHGLG00000001717
ENSMUSG00000028018	ENSHGLG00000001718
ENSMUSG00000002014	ENSHGLG00000001720
ENSMUSG00000052854	ENSHGLG00000001721
ENSMUSG00000023045	ENSHGLG00000001722
ENSMUSG00000018500	ENSHGLG00000001723
ENSMUSG00000040102	ENSHGLG00000001724
ENSMUSG00000003379	ENSHGLG00000001725
ENSMUSG00000020718	ENSHGLG00000001726
ENSMUSG00000035847	ENSHGLG00000001728
ENSMUSG00000056167	ENSHGLG00000001731
ENSMUSG00000020696	ENSHGLG00000001734
ENSMUSG00000030340	ENSHGLG00000001735
ENSMUSG00000032357	ENSHGLG00000001736
ENSMUSG00000031207	ENSHGLG00000001737
ENSMUSG00000047153	ENSHGLG00000001740
ENSMUSG00000028687	ENSHGLG00000001741
ENSMUSG00000031292	ENSHGLG00000001743
ENSMUSG00000035142	ENSHGLG00000001746
ENSMUSG00000039760	ENSHGLG00000001748
ENSMUSG00000037999	ENSHGLG00000001750
ENSMUSG00000067377	ENSHGLG00000001752
ENSMUSG00000031355	ENSHGLG00000001753
ENSMUSG00000063434	ENSHGLG00000001754
ENSMUSG00000056214	ENSHGLG00000001755
ENSMUSG00000032017	ENSHGLG00000001757
ENSMUSG00000001496	ENSHGLG00000001758
ENSMUSG00000031295	ENSHGLG00000001760
ENSMUSG00000028539	ENSHGLG00000001761
ENSMUSG00000037410	ENSHGLG00000001762
ENSMUSG00000098274	ENSHGLG00000001765
ENSMUSG00000031150	ENSHGLG00000001767
ENSMUSG00000031142	ENSHGLG00000001768
ENSMUSG00000044749	ENSHGLG00000001770
ENSMUSG00000020719	ENSHGLG00000001771
ENSMUSG00000032314	ENSHGLG00000001775
ENSMUSG00000056851	ENSHGLG00000001776
ENSMUSG00000040943	ENSHGLG00000001777
ENSMUSG00000040365	ENSHGLG00000001780
ENSMUSG00000019872	ENSHGLG00000001781
ENSMUSG00000028699	ENSHGLG00000001782
ENSMUSG00000028032	ENSHGLG00000001783
ENSMUSG00000008845	ENSHGLG00000001784
ENSMUSG00000039616	ENSHGLG00000001785
ENSMUSG00000022220	ENSHGLG00000001787
ENSMUSG00000026614	ENSHGLG00000001788
ENSMUSG00000031328	ENSHGLG00000001789
ENSMUSG00000032358	ENSHGLG00000001791
ENSMUSG00000053950	ENSHGLG00000001792
ENSMUSG00000036636	ENSHGLG00000001793
ENSMUSG00000035540	ENSHGLG00000001794
ENSMUSG00000028603	ENSHGLG00000001795
ENSMUSG00000051278	ENSHGLG00000001796
ENSMUSG00000042439	ENSHGLG00000001798
ENSMUSG00000020599	ENSHGLG00000001800
ENSMUSG00000012017	ENSHGLG00000001801
ENSMUSG00000033792	ENSHGLG00000001804
ENSMUSG00000022906	ENSHGLG00000001805
ENSMUSG00000032330	ENSHGLG00000001808
ENSMUSG00000056829	ENSHGLG00000001812
ENSMUSG00000028164	ENSHGLG00000001813
ENSMUSG00000030339	ENSHGLG00000001814
ENSMUSG00000040621	ENSHGLG00000001816
ENSMUSG00000028613	ENSHGLG00000001818
ENSMUSG00000026611	ENSHGLG00000001820
ENSMUSG00000031384	ENSHGLG00000001821
ENSMUSG00000033365	ENSHGLG00000001822
ENSMUSG00000025215	ENSHGLG00000001823
ENSMUSG00000019874	ENSHGLG00000001824
ENSMUSG00000079259	ENSHGLG00000001826
ENSMUSG00000004317	ENSHGLG00000001827
ENSMUSG00000050919	ENSHGLG00000001829
ENSMUSG00000038213	ENSHGLG00000001831
ENSMUSG00000031511	ENSHGLG00000001832
ENSMUSG00000038417	ENSHGLG00000001833
ENSMUSG00000024589	ENSHGLG00000001837
ENSMUSG00000024271	ENSHGLG00000001838
ENSMUSG00000079445	ENSHGLG00000001840
ENSMUSG00000032024	ENSHGLG00000001841
ENSMUSG00000029171	ENSHGLG00000001842
ENSMUSG00000031870	ENSHGLG00000001843
ENSMUSG00000047141	ENSHGLG00000001844
ENSMUSG00000030105	ENSHGLG00000001846
ENSMUSG00000018372	ENSHGLG00000001847
ENSMUSG00000032360	ENSHGLG00000001848
ENSMUSG00000001655	ENSHGLG00000001849
ENSMUSG00000025229	ENSHGLG00000001851
ENSMUSG00000040121	ENSHGLG00000001852
ENSMUSG00000034252	ENSHGLG00000001854
ENSMUSG00000018841	ENSHGLG00000001857
ENSMUSG00000059669	ENSHGLG00000001858
ENSMUSG00000035649	ENSHGLG00000001861
ENSMUSG00000022671	ENSHGLG00000001862
ENSMUSG00000031169	ENSHGLG00000001865
ENSMUSG00000058897	ENSHGLG00000001866
ENSMUSG00000030337	ENSHGLG00000001867
ENSMUSG00000049502	ENSHGLG00000001868
ENSMUSG00000033400	ENSHGLG00000001869
ENSMUSG00000030142	ENSHGLG00000001870
ENSMUSG00000040124	ENSHGLG00000001871
ENSMUSG00000074305	ENSHGLG00000001872
ENSMUSG00000019768	ENSHGLG00000001873
ENSMUSG00000024165	ENSHGLG00000001874
ENSMUSG00000038250	ENSHGLG00000001875
ENSMUSG00000026580	ENSHGLG00000001876
ENSMUSG00000032300	ENSHGLG00000001877
ENSMUSG00000037608	ENSHGLG00000001879
ENSMUSG00000040350	ENSHGLG00000001880
ENSMUSG00000023964	ENSHGLG00000001886
ENSMUSG00000030335	ENSHGLG00000001887
ENSMUSG00000035559	ENSHGLG00000001889
ENSMUSG00000040918	ENSHGLG00000001890
ENSMUSG00000009731	ENSHGLG00000001895
ENSMUSG00000025207	ENSHGLG00000001896
ENSMUSG00000036009	ENSHGLG00000001898
ENSMUSG00000035293	ENSHGLG00000001901
ENSMUSG00000030144	ENSHGLG00000001902
ENSMUSG00000048118	ENSHGLG00000001903
ENSMUSG00000029291	ENSHGLG00000001906
ENSMUSG00000032502	ENSHGLG00000001907
ENSMUSG00000026319	ENSHGLG00000001908
ENSMUSG00000018800	ENSHGLG00000001910
ENSMUSG00000059668	ENSHGLG00000001911
ENSMUSG00000046836	ENSHGLG00000001912
ENSMUSG00000032855	ENSHGLG00000001913
ENSMUSG00000055900	ENSHGLG00000001915
ENSMUSG00000090336	ENSHGLG00000001916
ENSMUSG00000059383	ENSHGLG00000001917
ENSMUSG00000045291	ENSHGLG00000001918
ENSMUSG00000032033	ENSHGLG00000001919
ENSMUSG00000042271	ENSHGLG00000001921
ENSMUSG00000032258	ENSHGLG00000001923
ENSMUSG00000020591	ENSHGLG00000001924
ENSMUSG00000025216	ENSHGLG00000001925
ENSMUSG00000020611	ENSHGLG00000001928
ENSMUSG00000034422	ENSHGLG00000001930
ENSMUSG00000033910	ENSHGLG00000001931
ENSMUSG00000048000	ENSHGLG00000001932
ENSMUSG00000029664	ENSHGLG00000001933
ENSMUSG00000038252	ENSHGLG00000001934
ENSMUSG00000031285	ENSHGLG00000001936
ENSMUSG00000002006	ENSHGLG00000001939
ENSMUSG00000059203	ENSHGLG00000001940
ENSMUSG00000035637	ENSHGLG00000001941
ENSMUSG00000054360	ENSHGLG00000001942
ENSMUSG00000059974	ENSHGLG00000001943
ENSMUSG00000054920	ENSHGLG00000001944
ENSMUSG00000023349	ENSHGLG00000001945
ENSMUSG00000031840	ENSHGLG00000001947
ENSMUSG00000019841	ENSHGLG00000001948
ENSMUSG00000026514	ENSHGLG00000001949
ENSMUSG00000019802	ENSHGLG00000001952
ENSMUSG00000023055	ENSHGLG00000001954
ENSMUSG00000034007	ENSHGLG00000001955
ENSMUSG00000024647	ENSHGLG00000001957
ENSMUSG00000017412	ENSHGLG00000001958
ENSMUSG00000041084	ENSHGLG00000001959
ENSMUSG00000020956	ENSHGLG00000001960
ENSMUSG00000029663	ENSHGLG00000001961
ENSMUSG00000067006	ENSHGLG00000001962
ENSMUSG00000018844	ENSHGLG00000001963
ENSMUSG00000022744	ENSHGLG00000001965
ENSMUSG00000016487	ENSHGLG00000001966
ENSMUSG00000046610	ENSHGLG00000001967
ENSMUSG00000038002	ENSHGLG00000001969
ENSMUSG00000027720	ENSHGLG00000001971
ENSMUSG00000021028	ENSHGLG00000001972
ENSMUSG00000040952	ENSHGLG00000001973
ENSMUSG00000026615	ENSHGLG00000001974
ENSMUSG00000019877	ENSHGLG00000001975
ENSMUSG00000009828	ENSHGLG00000001976
ENSMUSG00000034853	ENSHGLG00000001977
ENSMUSG00000040380	ENSHGLG00000001978
ENSMUSG00000026239	ENSHGLG00000001979
ENSMUSG00000032023	ENSHGLG00000001981
ENSMUSG00000032766	ENSHGLG00000001982
